[contextual, contextual-1-2a-dist, J,N,I&RA&4]<MYSEP>1.5950644609802607E-6
[contextual, contextual-2-4-dist, NNS,NN,CC&RA&4]<MYSEP>-8.451417273210798E-5
[contextual, contextual-2-4-dist, CC,CC,DT&RA&1]<MYSEP>-0.0028203992076621903
[contextual, contextual-2-4-dist, IN,IN,DT&LA&4]<MYSEP>-2.3533966594320277E-5
[contextual, contextual-2-4-dist, VBZ,CC,NN&LA&5]<MYSEP>5.0055779344902125E-6
[contextual, contextual-2-4-dist, DT,NN,.&RA&10]<MYSEP>-5.7768082000221364E-5
[contextual, contextual-2-4-dist, CC,NNS,IN&LA&5]<MYSEP>-7.5990866289975134E-6
[contextual, contextual-2-4-dist, DT,JJ,NN&LA&2]<MYSEP>-0.004671888470909959
[contextual, contextual-2-4-dist, NN,NN,.&LA&3]<MYSEP>-0.0021297288664704423
[contextual, contextual-2-4-dist, NN,NN,.&LA&1]<MYSEP>-0.012280778234676904
[contextual, contextual-2-4-dist, JJ,DT,NNS&LA&5]<MYSEP>3.407895519879673E-6
[contextual, contextual-2-4-dist, NNS,DT,NNS&RA&5]<MYSEP>-8.434524052411382E-4
[contextual, contextual-2-4-dist, CC,DT,NNS&RA&5]<MYSEP>-3.349695761760981E-7
[contextual, contextual-2-4-dist, JJ,DT,NNS&RA&5]<MYSEP>2.739922719696371E-6
[contextual, contextual-2-4-dist, IN,NN,.&RA&5]<MYSEP>0.038614213040139914
[contextual, contextual-2-4-dist, NN,IN,DT&RA&3]<MYSEP>9.50445402334716E-6
[contextual, contextual-2-4-dist, VBZ,DT,NNS&LA&3]<MYSEP>-2.8926433404371725E-6
[contextual, contextual-2-4-dist, CC,NNS,IN&RA&5]<MYSEP>-4.4158203161581145E-6
[contextual, contextual-2-4-dist, MID,MID,DT&RA&0]<MYSEP>-0.0694595925434436
[contextual, contextual-2-4-dist, NN,IN,DT&RA&5]<MYSEP>-7.84317353097917E-7
[contextual, contextual-2-4-dist, DT,VBZ,IN&RA&4]<MYSEP>-1.5989520571874868E-5
[contextual, contextual-2-4-dist, DT,IN,DT&LA&5]<MYSEP>1.7577943785878037E-7
[contextual, contextual-2-4-dist, NNS,NNS,IN&LA&1]<MYSEP>-1.5600704879758893E-4
[contextual, contextual-2-4-dist, DT,IN,DT&LA&3]<MYSEP>-0.0010164926638971253
[contextual, contextual-2-4-dist, MID,MID,IN&LA&0]<MYSEP>-0.004000356265094894
[contextual, contextual-2-4-dist, IN,IN,DT&RA&4]<MYSEP>-0.002637819612061659
[contextual, contextual-2-4-dist, IN,IN,DT&RA&1]<MYSEP>-0.009166134307374977
[contextual, contextual-2-4-dist, MID,MID,NN&RA&0]<MYSEP>0.06110052405009794
[contextual, contextual-2-4-dist, NN,DT,NN&LA&5]<MYSEP>2.4870991602135266E-6
[contextual, contextual-2-4-dist, CC,VBZ,IN&LA&5]<MYSEP>-6.645455705534765E-5
[contextual, contextual-2-4-dist, JJ,VBZ,IN&LA&3]<MYSEP>-1.8564049843268395E-6
[contextual, contextual-2-4-dist, NNS,CC,NN&RA&10]<MYSEP>-6.853541370710009E-5
[contextual, contextual-2-4-dist, NN,NN,.&RA&1]<MYSEP>-0.008341750686043349
[contextual, contextual-2-4-dist, DT,IN,DT&RA&3]<MYSEP>-0.0025493440853112
[contextual, contextual-2-4-dist, DT,NNS,IN&RA&2]<MYSEP>-0.016069858968129652
[contextual, contextual-2-4-dist, NN,NN,.&RA&3]<MYSEP>-2.3487109232433883E-5
[contextual, contextual-2-4-dist, IN,NN,CC&LA&3]<MYSEP>-6.787634297769431E-4
[contextual, contextual-2-4-dist, CC,JJ,NN&RA&3]<MYSEP>-0.016479440879109762
[contextual, contextual-2-4-dist, DT,JJ,NN&RA&2]<MYSEP>0.04428194044616355
[contextual, contextual-2-4-dist, CC,IN,DT&RA&5]<MYSEP>-2.076928879305972E-6
[contextual, contextual-2-4-dist, DT,IN,DT&RA&5]<MYSEP>-2.109349924016239E-7
[contextual, contextual-2-4-dist, DT,NNS,IN&RA&5]<MYSEP>-1.2321335949422641E-6
[contextual, contextual-2-4-dist, CC,NN,CC&LA&10]<MYSEP>4.85587752215163E-7
[contextual, contextual-2-4-dist, IN,NN,CC&LA&5]<MYSEP>-1.5782672789430598E-5
[contextual, contextual-2-4-dist, JJ,NN,CC&RA&5]<MYSEP>4.872857800747719E-6
[contextual, contextual-2-4-dist, NN,NN,CC&LA&5]<MYSEP>1.4911362898975706E-6
[contextual, contextual-2-4-dist, DT,NN,CC&LA&2]<MYSEP>-3.974730113294125E-4
[contextual, contextual-2-4-dist, CC,DT,NN&RA&10]<MYSEP>3.350581624204162E-6
[contextual, contextual-2-4-dist, NN,NN,CC&LA&1]<MYSEP>-1.5648159095238217E-4
[contextual, contextual-2-4-dist, VBZ,VBZ,IN&RA&1]<MYSEP>-1.6190487122025248E-5
[contextual, contextual-2-4-dist, DT,NN,CC&LA&5]<MYSEP>-8.739472992861214E-4
[contextual, contextual-2-4-dist, NNS,CC,NN&LA&5]<MYSEP>-5.648473738987469E-5
[contextual, contextual-2-4-dist, DT,DT,NN&LA&5]<MYSEP>-2.4265016945122584E-6
[contextual, contextual-2-4-dist, DT,DT,NN&LA&4]<MYSEP>-0.0024945472147568687
[contextual, contextual-2-4-dist, MID,MID,DT&LA&0]<MYSEP>-0.0016969870522514868
[contextual, contextual-2-4-dist, JJ,CC,NN&RA&10]<MYSEP>7.646626350592527E-6
[contextual, contextual-2-4-dist, DT,DT,NN&LA&1]<MYSEP>-0.0031951905216495856
[contextual, contextual-2-4-dist, IN,NN,CC&RA&3]<MYSEP>-0.015663018295287216
[contextual, contextual-2-4-dist, IN,NN,CC&RA&5]<MYSEP>-0.011063449367363844
[contextual, contextual-2-4-dist, VBZ,DT,NNS&RA&3]<MYSEP>-9.542546038167685E-7
[contextual, contextual-2-4-dist, NN,DT,NN&RA&5]<MYSEP>4.015904871653301E-6
[contextual, contextual-2-4-dist, NNS,NNS,CC&RA&1]<MYSEP>-0.006568159779073705
[contextual, contextual-2-4-dist, JJ,VBZ,IN&RA&3]<MYSEP>9.539430163985346E-7
[contextual, contextual-2-4-dist, DT,VBZ,IN&LA&4]<MYSEP>-1.6678060588995364E-6
[contextual, contextual-2-4-dist, MID,MID,IN&RA&0]<MYSEP>0.08415367359607655
[contextual, contextual-2-4-dist, DT,DT,NNS&RA&1]<MYSEP>0.0454995730575174
[contextual, contextual-2-4-dist, CC,NN,.&RA&10]<MYSEP>-3.4252673803822304E-5
[contextual, contextual-2-4-dist, NNS,DT,NN&LA&3]<MYSEP>-1.9485028545741266E-4
[contextual, contextual-2-4-dist, CC,CC,NN&LA&1]<MYSEP>-3.3444717068754676E-4
[contextual, contextual-2-4-dist, CC,NN,VBZ&RA&4]<MYSEP>-0.006225034643305377
[contextual, contextual-2-4-dist, CC,CC,NN&LA&10]<MYSEP>3.8055430199167638E-6
[contextual, contextual-2-4-dist, JJ,DT,NN&LA&5]<MYSEP>4.695972943314241E-6
[contextual, contextual-2-4-dist, VBZ,NN,CC&RA&5]<MYSEP>-3.1860680786360035E-6
[contextual, contextual-2-4-dist, DT,NN,CC&RA&2]<MYSEP>-0.01140371032444081
[contextual, contextual-2-4-dist, NN,NN,CC&RA&5]<MYSEP>-4.1771548329103013E-7
[contextual, contextual-2-4-dist, JJ,JJ,NN&RA&1]<MYSEP>-0.005095154703287767
[contextual, contextual-2-4-dist, DT,DT,NNS&RA&5]<MYSEP>-8.079944326214278E-6
[contextual, contextual-2-4-dist, DT,NN,CC&RA&5]<MYSEP>-0.009171624392631089
[contextual, contextual-2-4-dist, NNS,DT,JJ&RA&3]<MYSEP>-1.0516097560427243E-5
[contextual, contextual-2-4-dist, NN,NN,CC&RA&1]<MYSEP>-2.142368541805211E-4
[contextual, contextual-2-4-dist, NNS,IN,DT&RA&2]<MYSEP>-1.140497795503617E-5
[contextual, contextual-2-4-dist, NN,NNS,IN&RA&5]<MYSEP>2.0817373299725663E-6
[contextual, contextual-2-4-dist, NNS,IN,DT&RA&5]<MYSEP>-9.463507021684401E-5
[contextual, contextual-2-4-dist, VBZ,NNS,IN&RA&4]<MYSEP>3.1263043669286607E-6
[contextual, contextual-2-4-dist, JJ,NNS,IN&RA&5]<MYSEP>2.2312169525588363E-7
[contextual, contextual-2-4-dist, CC,NN,.&RA&2]<MYSEP>-0.006975323677941396
[contextual, contextual-2-4-dist, NNS,DT,NN&RA&3]<MYSEP>-1.5192796201317997E-4
[contextual, contextual-2-4-dist, VBZ,NN,.&LA&5]<MYSEP>7.6291846284935825E-6
[contextual, contextual-2-4-dist, MID,MID,.&RA&0]<MYSEP>-0.009908688094589958
[contextual, contextual-2-4-dist, DT,CC,NN&RA&10]<MYSEP>-1.8040328689533451E-6
[contextual, contextual-2-4-dist, JJ,DT,NN&RA&5]<MYSEP>5.236706869277994E-6
[contextual, contextual-2-4-dist, VBZ,CC,NN&RA&5]<MYSEP>1.931454020715985E-6
[contextual, contextual-2-4-dist, NNS,NNS,IN&RA&1]<MYSEP>-2.6755614205839067E-4
[contextual, contextual-2-4-dist, NNS,NNS,IN&RA&5]<MYSEP>-4.0223211269540106E-4
[contextual, contextual-2-4-dist, JJ,NNS,IN&LA&5]<MYSEP>2.617834152270589E-6
[contextual, contextual-2-4-dist, NN,NNS,IN&LA&5]<MYSEP>5.285852015993017E-6
[contextual, contextual-2-4-dist, IN,NN,.&LA&5]<MYSEP>-0.01593322143222677
[contextual, contextual-2-4-dist, VBZ,NN,CC&LA&5]<MYSEP>4.492820220165076E-6
[contextual, contextual-2-4-dist, NNS,DT,NN&RA&10]<MYSEP>-2.5523987737835046E-4
[contextual, contextual-2-4-dist, MID,MID,JJ&LA&0]<MYSEP>-0.017314750708311358
[contextual, contextual-2-4-dist, VBZ,NNS,IN&LA&4]<MYSEP>-9.58900596138663E-7
[contextual, contextual-2-4-dist, NN,IN,DT&LA&5]<MYSEP>3.609824821371738E-8
[contextual, contextual-2-4-dist, DT,NN,CC&LA&10]<MYSEP>4.6622577036660515E-6
[contextual, contextual-2-4-dist, NN,IN,DT&LA&3]<MYSEP>7.184717504468794E-6
[contextual, contextual-2-4-dist, NNS,NN,CC&RA&10]<MYSEP>-1.6437607751724277E-4
[contextual, contextual-2-4-dist, DT,NN,.&LA&10]<MYSEP>3.3929490772861068E-6
[contextual, contextual-2-4-dist, CC,VBZ,IN&RA&5]<MYSEP>-2.2082763617208447E-5
[contextual, contextual-2-4-dist, MID,MID,NN&LA&0]<MYSEP>0.05960949158141426
[contextual, contextual-2-4-dist, MID,MID,.&LA&0]<MYSEP>-0.011540564635460455
[contextual, contextual-2-4-dist, JJ,IN,DT&RA&5]<MYSEP>-4.129822101403785E-7
[contextual, contextual-2-4-dist, JJ,IN,DT&RA&4]<MYSEP>-7.831661873182733E-7
[contextual, contextual-2-4-dist, VBZ,NN,.&RA&5]<MYSEP>-6.849638663412691E-5
[contextual, contextual-1-4-dist, NN,CC,.&LA&0]<MYSEP>-0.003987173085494638
[contextual, contextual-1-4-dist, NN,VBZ,NN&LA&5]<MYSEP>-1.958852976854417E-5
[contextual, contextual-1-4-dist, VBZ,IN,DT&LA&2]<MYSEP>-0.0012367587350500613
[contextual, contextual-1-4-dist, DT,NNS,END&RA&5]<MYSEP>-0.006035216680388602
[contextual, contextual-1-4-dist, ROOT,NNS,IN&LA&4]<MYSEP>0.039408863983545685
[contextual, contextual-1-4-dist, ROOT,NNS,NN&RA&5]<MYSEP>-1.9852055617574645E-6
[contextual, contextual-1-4-dist, ROOT,NNS,IN&LA&5]<MYSEP>-1.4799733272366467E-5
[contextual, contextual-1-4-dist, NNS,CC,JJ&LA&0]<MYSEP>-5.514344303665911E-4
[contextual, contextual-1-4-dist, VBZ,IN,NN&LA&3]<MYSEP>-0.001018030001354175
[contextual, contextual-1-4-dist, NNS,CC,END&RA&10]<MYSEP>-5.827200537930634E-5
[contextual, contextual-1-4-dist, NN,VBZ,DT&RA&3]<MYSEP>-0.019586535987965004
[contextual, contextual-1-4-dist, STR,ROOT,JJ&RA&2]<MYSEP>-1.0408600805315563E-4
[contextual, contextual-1-4-dist, NNS,CC,.&LA&10]<MYSEP>1.8735559485043027E-6
[contextual, contextual-1-4-dist, VBZ,IN,NN&LA&5]<MYSEP>-8.692505458633511E-4
[contextual, contextual-1-4-dist, ROOT,NNS,IN&RA&5]<MYSEP>-5.746753233115087E-6
[contextual, contextual-1-4-dist, ROOT,NNS,IN&RA&4]<MYSEP>-0.00622562413538804
[contextual, contextual-1-4-dist, NN,VBZ,DT&RA&0]<MYSEP>0.03382904312834064
[contextual, contextual-1-4-dist, NN,VBZ,IN&LA&2]<MYSEP>-6.7716579963528E-5
[contextual, contextual-1-4-dist, NN,VBZ,NN&RA&5]<MYSEP>-0.011064102468363651
[contextual, contextual-1-4-dist, NN,VBZ,NN&RA&4]<MYSEP>-0.002636786135566449
[contextual, contextual-1-4-dist, JJ,NN,END&LA&5]<MYSEP>7.995328500272205E-6
[contextual, contextual-1-4-dist, NN,VBZ,CC&LA&5]<MYSEP>-2.077660203701677E-5
[contextual, contextual-1-4-dist, NN,VBZ,END&LA&5]<MYSEP>-0.00311809840971509
[contextual, contextual-1-4-dist, NN,CC,.&RA&0]<MYSEP>0.07023579615536144
[contextual, contextual-1-4-dist, NNS,IN,CC&LA&1]<MYSEP>-0.003195105060217882
[contextual, contextual-1-4-dist, ROOT,NNS,NN&LA&2]<MYSEP>-5.2958432422610825E-5
[contextual, contextual-1-4-dist, IN,DT,IN&RA&0]<MYSEP>-0.006660562711388126
[contextual, contextual-1-4-dist, VBZ,IN,NN&RA&3]<MYSEP>-0.002553819182276459
[contextual, contextual-1-4-dist, ROOT,NNS,NN&LA&5]<MYSEP>-2.3110199091820203E-6
[contextual, contextual-1-4-dist, VBZ,IN,NN&RA&5]<MYSEP>-0.009169110723728339
[contextual, contextual-1-4-dist, VBZ,IN,IN&LA&1]<MYSEP>-0.006276628573478998
[contextual, contextual-1-4-dist, STR,ROOT,CC&RA&10]<MYSEP>-2.592519699743168E-4
[contextual, contextual-1-4-dist, ROOT,NNS,NN&RA&2]<MYSEP>-2.3668390037957982E-4
[contextual, contextual-1-4-dist, NN,VBZ,DT&LA&3]<MYSEP>-4.9502666294630995E-5
[contextual, contextual-1-4-dist, CC,NN,END&RA&0]<MYSEP>-0.009911180079931954
[contextual, contextual-1-4-dist, NN,VBZ,DT&LA&0]<MYSEP>-7.480000895777616E-4
[contextual, contextual-1-4-dist, CC,DT,.&LA&10]<MYSEP>7.406160209094299E-6
[contextual, contextual-1-4-dist, NNS,IN,.&LA&3]<MYSEP>-4.1117316015200876E-4
[contextual, contextual-1-4-dist, DT,JJ,END&LA&10]<MYSEP>7.974921223030122E-6
[contextual, contextual-1-4-dist, DT,NNS,DT&LA&0]<MYSEP>-0.0032523009882999697
[contextual, contextual-1-4-dist, NN,VBZ,IN&RA&2]<MYSEP>-0.019563154370817917
[contextual, contextual-1-4-dist, DT,NNS,DT&RA&0]<MYSEP>0.05032192873034517
[contextual, contextual-1-4-dist, IN,DT,END&LA&3]<MYSEP>-0.0021350498395761495
[contextual, contextual-1-4-dist, DT,JJ,.&LA&5]<MYSEP>3.1514792702166962E-6
[contextual, contextual-1-4-dist, JJ,NN,CC&LA&5]<MYSEP>2.321053288617452E-6
[contextual, contextual-1-4-dist, IN,DT,END&LA&5]<MYSEP>-0.0030108141229768597
[contextual, contextual-1-4-dist, NNS,CC,NN&LA&10]<MYSEP>2.6345796079804893E-6
[contextual, contextual-1-4-dist, DT,NN,.&LA&1]<MYSEP>-3.368875081314564E-4
[contextual, contextual-1-4-dist, ROOT,NNS,NNS&LA&5]<MYSEP>-1.4706182683063688E-5
[contextual, contextual-1-4-dist, IN,DT,NN&RA&1]<MYSEP>-2.147831226876248E-4
[contextual, contextual-1-4-dist, NN,CC,END&RA&1]<MYSEP>-0.008345447183929301
[contextual, contextual-1-4-dist, DT,NN,NN&RA&0]<MYSEP>0.06402398496069725
[contextual, contextual-1-4-dist, IN,DT,NN&RA&4]<MYSEP>-8.721050519578614E-5
[contextual, contextual-1-4-dist, IN,DT,NN&RA&2]<MYSEP>-1.0337257712110545E-5
[contextual, contextual-1-4-dist, DT,NNS,CC&LA&2]<MYSEP>-6.023716956157712E-4
[contextual, contextual-1-4-dist, JJ,NN,DT&LA&1]<MYSEP>9.64678707884123E-7
[contextual, contextual-1-4-dist, CC,NN,END&LA&0]<MYSEP>-0.011539845962956983
[contextual, contextual-1-4-dist, NNS,CC,NN&RA&5]<MYSEP>3.5985326381746874E-6
[contextual, contextual-1-4-dist, JJ,NN,DT&LA&4]<MYSEP>5.032579072821116E-6
[contextual, contextual-1-4-dist, NNS,IN,NN&RA&2]<MYSEP>-0.01140414550709223
[contextual, contextual-1-4-dist, NNS,IN,NN&RA&0]<MYSEP>-0.021881709255136363
[contextual, contextual-1-4-dist, NNS,CC,NN&RA&1]<MYSEP>-0.0021077414983569336
[contextual, contextual-1-4-dist, NNS,CC,DT&RA&4]<MYSEP>-1.5339388940933144E-5
[contextual, contextual-1-4-dist, NNS,CC,DT&RA&5]<MYSEP>-1.5623393995113129E-6
[contextual, contextual-1-4-dist, NNS,IN,.&RA&3]<MYSEP>-0.014831719612864556
[contextual, contextual-1-4-dist, IN,DT,NN&LA&1]<MYSEP>-1.5896471857639212E-4
[contextual, contextual-1-4-dist, NNS,CC,JJ&RA&0]<MYSEP>-0.024335345130420676
[contextual, contextual-1-4-dist, DT,JJ,.&RA&5]<MYSEP>5.9200393392890125E-6
[contextual, contextual-1-4-dist, IN,DT,NN&LA&2]<MYSEP>-6.919371860699226E-5
[contextual, contextual-1-4-dist, DT,JJ,CC&RA&5]<MYSEP>3.953954038692772E-6
[contextual, contextual-1-4-dist, IN,DT,NN&LA&4]<MYSEP>-7.049402270153998E-5
[contextual, contextual-1-4-dist, CC,DT,END&LA&10]<MYSEP>8.56706491872526E-6
[contextual, contextual-1-4-dist, ROOT,NNS,CC&RA&10]<MYSEP>-1.9318622497158096E-6
[contextual, contextual-1-4-dist, CC,DT,IN&RA&2]<MYSEP>-9.525372932065413E-6
[contextual, contextual-1-4-dist, CC,DT,IN&RA&5]<MYSEP>4.6320169516541534E-7
[contextual, contextual-1-4-dist, VBZ,IN,DT&RA&2]<MYSEP>-0.016066093576510378
[contextual, contextual-1-4-dist, STR,ROOT,NNS&RA&5]<MYSEP>-9.059580705067145E-5
[contextual, contextual-1-4-dist, NN,CC,END&LA&1]<MYSEP>-0.012277310157019546
[contextual, contextual-1-4-dist, DT,JJ,DT&RA&2]<MYSEP>2.375301906269607E-6
[contextual, contextual-1-4-dist, DT,NN,NN&LA&0]<MYSEP>-0.0030567150686269
[contextual, contextual-1-4-dist, VBZ,IN,CC&LA&4]<MYSEP>-0.002494535224394545
[contextual, contextual-1-4-dist, DT,NN,.&RA&1]<MYSEP>-0.015170559755519453
[contextual, contextual-1-4-dist, DT,JJ,DT&RA&5]<MYSEP>-2.218963217519659E-6
[contextual, contextual-1-4-dist, CC,DT,NNS&LA&4]<MYSEP>-7.61482230516981E-7
[contextual, contextual-1-4-dist, JJ,NN,DT&RA&4]<MYSEP>4.11065137152364E-6
[contextual, contextual-1-4-dist, STR,ROOT,END&RA&10]<MYSEP>-0.0065833067910272495
[contextual, contextual-1-4-dist, JJ,NN,DT&RA&1]<MYSEP>-2.3562965395763855E-5
[contextual, contextual-1-4-dist, VBZ,IN,CC&RA&4]<MYSEP>-0.021181583993142915
[contextual, contextual-1-4-dist, ROOT,NNS,END&RA&10]<MYSEP>-2.9662528812485054E-5
[contextual, contextual-1-4-dist, NNS,CC,DT&LA&5]<MYSEP>-2.1243442672674328E-6
[contextual, contextual-1-4-dist, NNS,CC,DT&LA&4]<MYSEP>-1.3293384279607944E-6
[contextual, contextual-1-4-dist, NNS,IN,NN&LA&0]<MYSEP>-2.5863768418128203E-4
[contextual, contextual-1-4-dist, NNS,IN,NN&LA&2]<MYSEP>-3.9418571102937754E-4
[contextual, contextual-1-4-dist, NN,VBZ,END&RA&5]<MYSEP>0.04464599049280174
[contextual, contextual-1-4-dist, DT,NNS,CC&RA&2]<MYSEP>-0.012983364992091137
[contextual, contextual-1-4-dist, NNS,CC,VBZ&LA&2]<MYSEP>-0.004668224404781261
[contextual, contextual-1-4-dist, NN,VBZ,CC&RA&5]<MYSEP>-0.009969488976005839
[contextual, contextual-1-4-dist, JJ,NN,END&RA&5]<MYSEP>-7.342284294594825E-5
[contextual, contextual-1-4-dist, NNS,CC,.&RA&10]<MYSEP>-1.4110748435928958E-6
[contextual, contextual-1-4-dist, DT,JJ,NN&LA&5]<MYSEP>1.8124850256423968E-6
[contextual, contextual-1-4-dist, STR,ROOT,CC&RA&0]<MYSEP>-0.028211074658768518
[contextual, contextual-1-4-dist, NNS,CC,NNS&RA&5]<MYSEP>1.9034491777266008E-6
[contextual, contextual-1-4-dist, CC,DT,VBZ&RA&1]<MYSEP>-0.005096498749576527
[contextual, contextual-1-4-dist, DT,JJ,DT&LA&2]<MYSEP>-9.563919291803084E-7
[contextual, contextual-1-4-dist, DT,JJ,CC&LA&5]<MYSEP>3.27446819536523E-6
[contextual, contextual-1-4-dist, ROOT,NNS,NN&RA&10]<MYSEP>-7.603280348222242E-7
[contextual, contextual-1-4-dist, NN,VBZ,NNS&RA&1]<MYSEP>-0.004443259808386466
[contextual, contextual-1-4-dist, VBZ,IN,.&RA&5]<MYSEP>-0.009511738857626595
[contextual, contextual-1-4-dist, CC,DT,NNS&RA&4]<MYSEP>-6.834063318812517E-7
[contextual, contextual-1-4-dist, DT,JJ,DT&LA&5]<MYSEP>1.8805819735307572E-6
[contextual, contextual-1-4-dist, CC,DT,CC&RA&5]<MYSEP>7.473299290504671E-7
[contextual, contextual-1-4-dist, STR,ROOT,DT&RA&1]<MYSEP>-0.006565296987154373
[contextual, contextual-1-4-dist, CC,DT,NN&LA&5]<MYSEP>7.750501494511247E-6
[contextual, contextual-1-4-dist, STR,ROOT,DT&RA&5]<MYSEP>-0.0031491167795617493
[contextual, contextual-1-4-dist, JJ,NN,IN&RA&3]<MYSEP>-8.996928057801869E-7
[contextual, contextual-1-4-dist, CC,DT,NN&LA&0]<MYSEP>-0.017311147433846027
[contextual, contextual-1-4-dist, DT,JJ,END&RA&10]<MYSEP>3.162237004707258E-6
[contextual, contextual-1-4-dist, JJ,NN,IN&RA&0]<MYSEP>-0.004673314057634306
[contextual, contextual-1-4-dist, JJ,NN,.&RA&5]<MYSEP>3.959169812917702E-6
[contextual, contextual-1-4-dist, STR,ROOT,NN&RA&3]<MYSEP>-9.070456921321227E-6
[contextual, contextual-1-4-dist, CC,DT,DT&LA&5]<MYSEP>1.171258016048708E-6
[contextual, contextual-1-4-dist, CC,DT,DT&LA&3]<MYSEP>-2.025997658057602E-6
[contextual, contextual-1-4-dist, NNS,CC,CC&LA&5]<MYSEP>2.3212443392164676E-6
[contextual, contextual-1-4-dist, DT,NNS,.&RA&4]<MYSEP>-0.010474750925954965
[contextual, contextual-1-4-dist, NNS,CC,VBZ&RA&2]<MYSEP>0.044277372950181686
[contextual, contextual-1-4-dist, NNS,CC,NN&RA&10]<MYSEP>1.1658953476507418E-6
[contextual, contextual-1-4-dist, CC,DT,VBZ&LA&1]<MYSEP>0.04702940817918655
[contextual, contextual-1-4-dist, ROOT,NNS,NNS&RA&5]<MYSEP>-3.5391355655023573E-6
[contextual, contextual-1-4-dist, STR,ROOT,VBZ&RA&4]<MYSEP>-0.003188192260222232
[contextual, contextual-1-4-dist, NN,VBZ,.&LA&5]<MYSEP>-3.452662194825934E-6
[contextual, contextual-1-4-dist, VBZ,IN,END&RA&5]<MYSEP>-0.002661123444023949
[contextual, contextual-1-4-dist, DT,JJ,IN&LA&1]<MYSEP>-3.521890907302479E-4
[contextual, contextual-1-4-dist, ROOT,NNS,.&LA&10]<MYSEP>4.8053666016719835E-6
[contextual, contextual-1-4-dist, NNS,CC,NNS&LA&5]<MYSEP>5.459042179822602E-7
[contextual, contextual-1-4-dist, DT,JJ,IN&LA&4]<MYSEP>-1.8856528384458898E-6
[contextual, contextual-1-4-dist, IN,DT,DT&LA&1]<MYSEP>-1.5675323721255118E-4
[contextual, contextual-1-4-dist, JJ,NN,CC&RA&5]<MYSEP>-2.9040689360808E-6
[contextual, contextual-1-4-dist, DT,JJ,NN&RA&5]<MYSEP>7.367813158136121E-6
[contextual, contextual-1-4-dist, JJ,NN,NN&RA&5]<MYSEP>3.842741704045202E-6
[contextual, contextual-1-4-dist, JJ,NN,IN&LA&3]<MYSEP>4.177697068488364E-6
[contextual, contextual-1-4-dist, ROOT,NNS,END&LA&10]<MYSEP>-3.935063177937953E-5
[contextual, contextual-1-4-dist, JJ,NN,IN&LA&0]<MYSEP>-0.018897507102570762
[contextual, contextual-1-4-dist, DT,JJ,NNS&RA&3]<MYSEP>5.252787864688408E-6
[contextual, contextual-1-4-dist, JJ,NN,NNS&RA&2]<MYSEP>7.357064669609741E-7
[contextual, contextual-1-4-dist, ROOT,NNS,JJ&RA&1]<MYSEP>-0.002815717585260148
[contextual, contextual-1-4-dist, NN,VBZ,NNS&LA&1]<MYSEP>-7.466831035678691E-5
[contextual, contextual-1-4-dist, NNS,CC,NN&LA&5]<MYSEP>-2.297209444166375E-6
[contextual, contextual-1-4-dist, NNS,CC,CC&RA&5]<MYSEP>-4.485652174870169E-6
[contextual, contextual-1-4-dist, NNS,CC,NN&LA&1]<MYSEP>-6.175368152716063E-6
[contextual, contextual-1-4-dist, VBZ,IN,.&LA&5]<MYSEP>-7.306326384631344E-4
[contextual, contextual-1-4-dist, CC,DT,IN&LA&5]<MYSEP>2.083705885377565E-6
[contextual, contextual-1-4-dist, JJ,NN,.&LA&5]<MYSEP>6.584884243143387E-6
[contextual, contextual-1-4-dist, ROOT,NNS,JJ&LA&1]<MYSEP>-0.0015428263070449066
[contextual, contextual-1-4-dist, CC,DT,NN&RA&5]<MYSEP>3.3225106545301645E-6
[contextual, contextual-1-4-dist, DT,JJ,NNS&LA&3]<MYSEP>4.16179989604968E-6
[contextual, contextual-1-4-dist, CC,DT,IN&LA&2]<MYSEP>-0.0024859455703235894
[contextual, contextual-1-4-dist, CC,DT,NN&RA&0]<MYSEP>-0.026740515945740857
[contextual, contextual-1-4-dist, IN,DT,END&RA&3]<MYSEP>-2.516609150027712E-5
[contextual, contextual-1-4-dist, IN,DT,END&RA&5]<MYSEP>-2.710767715111646E-5
[contextual, contextual-1-4-dist, STR,ROOT,IN&RA&5]<MYSEP>0.016428126874011576
[contextual, contextual-1-4-dist, STR,ROOT,NN&RA&10]<MYSEP>-1.8830155041003833E-4
[contextual, contextual-1-4-dist, NNS,IN,END&RA&4]<MYSEP>-0.003934827244809606
[contextual, contextual-1-4-dist, CC,DT,END&RA&10]<MYSEP>-3.695239922852606E-7
[contextual, contextual-1-4-dist, DT,NNS,.&LA&4]<MYSEP>-3.3804926585643386E-4
[contextual, contextual-1-4-dist, NNS,CC,END&LA&10]<MYSEP>-1.035585146610732E-6
[contextual, contextual-1-4-dist, IN,DT,CC&RA&0]<MYSEP>-0.008493327983294857
[contextual, contextual-1-4-dist, JJ,NN,NNS&LA&2]<MYSEP>-1.4481096837622596E-6
[contextual, contextual-1-4-dist, NN,VBZ,.&RA&5]<MYSEP>-0.008486686798221182
[contextual, contextual-1-4-dist, IN,DT,CC&RA&3]<MYSEP>-1.4879636120256068E-4
[contextual, contextual-1-4-dist, ROOT,NNS,CC&LA&10]<MYSEP>-5.677109972576079E-6
[contextual, contextual-1-4-dist, VBZ,IN,END&LA&5]<MYSEP>-0.017510269662095047
[contextual, contextual-1-4-dist, NNS,IN,CC&RA&1]<MYSEP>0.06805697516358244
